avgAccuracy,stdAccuracy,Avgscore,AvgDuration,std_duration,meanRt,stdRt,AvgDifficulty,MaxSequence,decision_confidence,cognitive_load,fatigue_index,behavior_drift,speed,memory,focus,flexibility,attention,drift
0.6872700594236812,0.14341020461667464,86.49991554949852,41.907228418608696,7.380416741679497,1.7708548665446298,0.3966220812470381,1.3839499210201018,17.27246678700817,0.3718296731883788,0.5005034028501878,0.4843298245453352,0.2614927140087813,0.5635129709919547,0.7120366453251086,0.5572321510065977,0.5046704394323165,0.6631547716175743,0.26732376058107366
0.9753571532049581,0.13322802405785084,59.22559977993558,32.96462267670965,3.7067199529170445,1.2417755655790557,0.4524407500385268,8.456541577089284,7.1790464357608315,0.6517150158151337,0.6114919940483847,0.33626213867933524,0.18847779509416313,0.4645048362735702,0.7805780926412048,0.6720215341404288,0.4693626986807077,0.8028216916656059,0.33640789976406055
0.8659969709057025,0.09403847812571502,67.33198471849431,58.22492624319704,4.274466049499887,0.7931984159482788,0.2852719501516004,3.243768240334669,19.196956929578974,0.5127884524201775,0.49128906838032593,0.19674619293539317,0.1495766276582251,0.5137928797781511,0.7239498351740291,0.649225904898338,0.5189440576220649,0.635121231550466,0.1900651544633912
0.7993292420985183,0.20181666752537197,83.16403184289092,20.948922549211908,5.252080307256592,1.6049626799151389,0.21567149266936303,3.5554362792028202,17.648361728698113,0.512830131536717,0.5460142894811151,0.2616781973618599,0.1759085204961107,0.575872735726604,0.5922094029182385,0.6425851896946628,0.436137662106305,0.6716139568141452,0.247644597370851
0.5780093202212182,0.16915604012715724,74.10446722622399,39.39282079994703,5.66576001856907,1.1280172035249436,0.2275386297421846,3.0362075051397897,18.782799473500035,0.3478460033027388,0.4742118548339343,0.33965861616418325,0.2254277716104045,0.5504951171289372,0.6834617426518802,0.6194746486218439,0.5216506674425153,0.7206035450071858,0.1796013746203944
0.5779972601681014,0.26642524808100093,86.92855193174469,45.01050074951113,6.360712565789793,1.3919412251787457,0.3787793033457576,8.560755596997659,9.284666103675692,0.3099555369552585,0.7433228914222351,0.4630396616066232,0.44016673154027863,0.35327947586984115,0.46049261146822174,0.5190610339664069,0.25825422383229707,0.5022146680930417,0.32820317856605696
0.5290418060840998,0.058027395120514566,98.06039506114298,51.278224467269084,6.598280521342899,0.6608979352609082,0.32702321359659847,9.81011795865672,10.033549087196816,0.39165861908144467,0.7309556981843773,0.3617559264032409,0.10732228520980244,0.43064217946028216,0.5672712236394674,0.5861963513495307,0.299743974965192,0.6505054106009032,0.2208160204640975
0.9330880728874675,0.2109669818887816,55.827334385759876,30.348551521400353,10.202894218775647,1.4473759842739884,0.29459765239090285,7.796679858370318,12.048881518163135,0.5941960960621226,0.666181199994707,0.2989615774026192,0.24618385240138244,0.462387405461208,0.6013794510847488,0.6369964758621012,0.37704681662503925,0.7498498018364897,0.1952842066268169
0.8005575058716043,0.2407372196278903,85.47838581990305,44.346095382874076,11.172317434868742,1.0603257334176865,0.18110963151046963,8.412200744222712,8.363009998658727,0.45093415140863097,0.6852085876267999,0.3473615769587688,0.16011747494819542,0.537131051203773,0.6778277689377349,0.6784039908864152,0.30881726840319845,0.6339542481779515,0.294113440611983
0.8540362888980227,0.23987164229707675,61.51720778160573,25.160073569214138,7.559825746274407,1.0012846245777416,0.4501822749995613,6.58450414467404,11.981338835284866,0.45658003491337273,0.4716565505330259,0.42163971276348644,0.2658715855105658,0.4610510785052656,0.5902047317236544,0.5230668654389024,0.41105215446099774,0.6036115775509793,0.4122077021897996
